Movie Title,Recommender rating,Training data average rating,Raw sim score,Training data number of ratings
3-from-hell,3.49,2.89,1.9586239,55
titanic-1953,3.49,3.1,1.958594,10
psycho-iii,3.49,2.92,1.9582758,36
south-park-the-streaming-wars,3.48,3.06,1.9581335,27
the-addiction,3.48,3.52,1.9574486,65
the-lawnmower-man,3.48,2.69,1.9566675,31
the-man-with-two-brains,3.48,3.36,1.9564991,28
im-here,3.48,3.64,1.9562463,22
catfish,3.48,3.24,1.9560432,53
the-thirteenth-year,3.48,1.92,1.9557644,12
taxi-2015,3.48,3.54,1.955741,40
the-next-karate-kid,3.48,1.95,1.9556253,32
synonyms,3.48,3.24,1.9554846,25
temple-grandin,3.48,3.41,1.9553063,17
the-call-of-the-wild-2020,3.48,2.8,1.9539523,54
the-secret-of-my-success,3.48,2.89,1.9539495,22
the-stupids,3.48,2.06,1.9538598,16
miles-davis-birth-of-the-cool,3.48,3.68,1.9538425,11
fail-safe,3.48,4.21,1.9537911,50
madeas-witness-protection,3.48,1.95,1.953418,11
psych-2-lassie-come-home,3.48,3.33,1.9532181,12
bully-for-bugs,3.48,3.83,1.9530789,12
the-put-that-thing-back-where-it-came-from-or-so-help-me-musical,3.48,4.13,1.9528332,15
night-moves,3.48,3.78,1.9522951,50
killer-inside-the-mind-of-aaron-hernandez,3.48,3.17,1.9522781,12
period-end-of-sentence,3.48,3.57,1.95206,27
thir13en-ghosts,3.48,2.55,1.9518744,63
why-dont-you-play-in-hell,3.48,3.8,1.9517778,64
the-legend-of-mordu,3.48,2.92,1.9516537,13
the-postman,3.48,2.38,1.951638,24
death-to-smoochy,3.48,2.89,1.951112,37
queen-of-earth,3.48,3.18,1.9510823,58
bicentennial-man,3.48,2.74,1.9510565,56
do-you-like-to-read,3.48,3.15,1.9508783,26
superman-vs-the-elite,3.48,2.9,1.9506972,21
this-place-rules,3.48,3.54,1.9503412,68
togo,3.48,3.68,1.9502387,25
latalante,3.48,3.65,1.9497802,67
eric-andre-legalize-everything,3.48,2.94,1.9487553,41
psycho-goreman,3.48,3.22,1.948523,58
lucy-and-desi,3.48,3.35,1.9480934,17
vegas-vacation,3.48,2.39,1.9480817,31
the-thin-man,3.48,3.74,1.9478555,63
the-simpsons-in-plusaversary,3.48,1.27,1.9478313,22
the-debt-2010,3.48,3.19,1.9478166,21
film:367810,3.48,3.59,1.9477379,41
a-woman-of-paris-a-drama-of-fate,3.48,3.48,1.9475029,21
silent-movie,3.48,3.48,1.947343,22
life-2015,3.48,2.67,1.9463724,12
the-queen-of-basketball,3.48,3.53,1.9458027,32
the-fool-2014,3.48,3.85,1.9453342,13
casper-meets-wendy,3.48,2.32,1.9450896,14
radio-days,3.48,3.71,1.9443693,40
mercury-rising,3.48,2.73,1.9440572,22
the-horribly-slow-murderer-with-the-extremely-inefficient-weapon,3.48,3.42,1.9439231,12
boy-the-world,3.48,3.72,1.9438021,27
mighty-aphrodite,3.48,3.35,1.943639,33
never-been-kissed,3.48,2.54,1.943232,68
hannah-montana-miley-cyrus-best-of-both-worlds-concert,3.48,2.95,1.9430108,10
phineas-and-ferb-star-wars-2014,3.48,3.72,1.942799,27
the-viewing,3.48,3.64,1.9424345,66
3000-miles-to-graceland,3.48,2.25,1.9422666,22
jonas-brothers-chasing-happiness,3.48,3.7,1.9419552,10
manon-of-the-spring,3.48,3.92,1.9418513,19
futurama-into-the-wild-green-yonder,3.48,3.31,1.94126,21
godzilla-vs-hedorah,3.48,3.65,1.9405029,44
the-souvenir-part-ii,3.48,3.89,1.9398293,66
i-killed-my-mother,3.48,3.62,1.939627,52
love-death-robots-sonnies-edge,3.48,3.2,1.9395185,59
all-the-kings-men,3.48,3.5,1.9392817,27
powers-of-ten,3.48,4.1,1.9392078,10
the-remains-of-the-day,3.48,3.84,1.9389803,57
who-am-i,3.48,2.94,1.9387487,26
dolores-claiborne,3.48,3.66,1.9387392,32
enemy-mine,3.48,3.07,1.9386588,27
cousin-ben-troop-screening,3.48,3.29,1.9386512,29
all-the-boys-love-mandy-lane,3.48,2.76,1.9385152,36
mechanic-resurrection,3.48,2.33,1.9384077,38
the-grandmaster,3.48,3.41,1.93835,55
garfields-pet-force,3.48,1.05,1.9380871,10
caligula,3.48,2.75,1.9380215,34
the-normal-heart,3.48,3.71,1.9379613,28
the-perverts-guide-to-cinema,3.48,4.03,1.9379575,17
the-people-vs-george-lucas,3.48,2.77,1.9378855,26
xxy,3.48,3.41,1.9375706,16
superman-the-mad-scientist,3.48,3.38,1.9374123,16
righteous-kill,3.48,1.92,1.9369769,32
the-director-and-the-jedi,3.48,3.9,1.9368061,10
robo-vampire,3.48,3.05,1.936488,11
floating-weeds,3.48,4.24,1.9362726,23
space-mutiny,3.48,1.55,1.9359057,10
bob-roberts,3.48,3.73,1.9357839,15
cat-on-a-hot-tin-roof,3.48,3.66,1.9357604,67
and-the-oscar-goes-to,3.48,2.93,1.935525,14
fearless,3.48,3.5,1.9353336,16
the-haunting-1999,3.48,1.31,1.9349728,29
the-railway-man,3.48,2.91,1.9345927,22
aloha,3.48,2.0,1.9343549,46
coriolanus,3.48,3.17,1.9341717,24
never-back-down,3.48,2.52,1.933927,24
leaving-neverland,3.48,3.36,1.9336208,44
bad-day-at-black-rock,3.48,3.86,1.933357,57
johnny-guitar,3.48,3.96,1.9331405,69
paulie,3.48,3.08,1.9325998,12
black-sheep,3.48,2.56,1.9324324,42
one-sings-the-other-doesnt,3.48,4.07,1.9320476,38
rolling-thunder-revue-a-bob-dylan-story-by-martin-scorsese,3.48,3.71,1.931867,39
proxima-2019,3.48,3.31,1.9301288,16
gallipoli,3.48,3.59,1.9293706,29
for-your-consideration,3.48,3.03,1.9290072,36
a-pigeon-sat-on-a-branch-reflecting-on-existence,3.48,3.61,1.9286842,51
a-dogs-journey,3.48,2.65,1.9285405,20
im-still-here,3.48,3.21,1.9282877,38
kung-fu-panda-secrets-of-the-furious-five,3.48,3.0,1.9282551,12
tyrannosaur,3.47,3.59,1.9280093,28
band-aid,3.47,3.15,1.9279804,17
navalny,3.47,3.63,1.9278673,42
symbiopsychotaxiplasm-take-one,3.47,3.71,1.9278142,38
coming-out-2020,3.47,4.06,1.9272814,25
encounters-at-the-end-of-the-world,3.47,4.05,1.9271747,40
oliver-twist-1948,3.47,3.5,1.9267042,22
the-kingdom-2007,3.47,2.73,1.9263235,24
runner-runner,3.47,2.14,1.9260652,32
friend-request,3.47,1.44,1.9258962,34
hot-tub-time-machine-2,3.47,1.97,1.9254925,36
the-childrens-hour,3.47,3.83,1.9253224,64
the-coward-1965,3.47,3.72,1.9253042,16
diary-of-the-dead,3.47,2.43,1.925261,38
schizopolis,3.47,3.43,1.9249833,22
brother-bear-2,3.47,2.41,1.9241846,33
nanook-of-the-north,3.47,3.58,1.9233203,43
mistaken-for-strangers,3.47,3.91,1.9231949,11
lorenzo,3.47,3.55,1.9230597,11
absurd-encounter-with-fear,3.47,2.65,1.9224973,20
congo,3.47,2.3,1.9223378,53
the-towering-inferno,3.47,3.4,1.9214046,42
maniac-cop-2,3.47,3.23,1.9213905,31
ultraviolet,3.47,1.76,1.9209808,44
love-death-robots-in-vaulted-halls-entombed,3.47,2.77,1.920182,24
i-am-michael,3.47,1.85,1.9201295,10
the-land-before-time-iii-the-time-of-the-great-giving,3.47,2.77,1.9199493,13
billys-balloon,3.47,3.31,1.9198321,32
body-heat,3.47,3.77,1.9191136,62
piranha-3dd,3.47,1.53,1.9189746,49
o-lucky-man,3.47,3.69,1.918732,13
searching-for-bobby-fischer,3.47,3.44,1.917694,32
over-the-top,3.47,3.03,1.9175675,39
leading-lady-parts,3.47,3.88,1.9174387,12
pokemon-3-the-movie,3.47,2.71,1.9169835,38
florence-foster-jenkins,3.47,2.86,1.9168756,59
ordet,3.47,4.22,1.9165033,66
the-dressmaker-2015,3.47,3.41,1.9164959,32
the-art-of-getting-by,3.47,2.62,1.9162703,32
the-incredible-shrinking-man,3.47,3.81,1.9161085,47
meet-the-spartans,3.47,1.24,1.9160444,57
ricky-gervais-supernature,3.47,2.86,1.9160247,33
flesh-blood-1985,3.47,3.31,1.9158545,35
underworld-blood-wars,3.47,2.03,1.9157773,43
the-assassin-2015,3.47,3.4,1.9152906,63
white-dog,3.47,3.76,1.9151094,44
gomorrah,3.47,3.15,1.9150193,55
yeh-jawaani-hai-deewani,3.47,3.83,1.9148684,15
how-to-talk-to-girls-at-parties,3.47,2.59,1.9147615,44
stir-crazy,3.47,3.02,1.9146805,24
let-them-all-talk,3.47,3.18,1.9145486,68
black-mirror-mazey-day,3.47,2.09,1.9145424,46
august-32nd-on-earth,3.47,2.95,1.914473,30
breakheart-pass,3.47,3.41,1.9143479,16
the-aristocrats,3.47,3.12,1.9142995,16
little-fish-2020,3.47,3.79,1.914089,48
hyde-park-on-hudson,3.47,2.39,1.9140775,18
beastie-boys-story,3.47,3.88,1.9130777,30
the-pacific,3.47,3.85,1.9121982,26
the-gallows,3.47,1.5,1.9121642,42
rec-genesis,3.47,2.34,1.9117922,53
the-thief-of-bagdad-1940,3.47,3.61,1.9111332,27
mother-android,3.47,2.24,1.9106392,17
20-feet-from-stardom,3.47,3.4,1.9104695,29
